SCHOOL_YEAR,DISTRICT_NUMBER,DISTRICT_NAME,FSA_SKILL_CODE,GRADE,NUMBER_UNKNOWN,NUMBER_BELOW,NUMBER_MEETING,NUMBER_EXCEEDING,,SCORE
2010/2011,062,Sooke,Reading,07,38,19,40,3,1,457.36957
2011/2012,062,Sooke,Reading,07,55,14,28,3,1,466.48852
2012/2013,062,Sooke,Reading,07,43,17,36,4,1,462.25
2013/2014,062,Sooke,Reading,07,41,15,40,4,1,482.66755
2014/2015,062,Sooke,Reading,07,53,12,30,5,1,482.24573
2015/2016,062,Sooke,Reading,07,61,11,26,3,1,469.09962
2007/2008,063,Saanich,Reading,07,6,17,64,14,1,503.32877
2008/2009,063,Saanich,Reading,07,11,17,59,14,1,504.67631
2009/2010,063,Saanich,Reading,07,26,14,51,10,1,497.22838
2010/2011,063,Saanich,Reading,07,18,17,55,9,1,492.43172
2011/2012,063,Saanich,Reading,07,9,24,58,9,1,482.30816
2012/2013,063,Saanich,Reading,07,9,17,61,13,1,504.6859
2013/2014,063,Saanich,Reading,07,9,14,61,16,1,513.78499
2014/2015,063,Saanich,Reading,07,22,14,55,8,1,497.81
2015/2016,063,Saanich,Reading,07,27,18,49,7,1,485.70732
2007/2008,064,Gulf Islands,Reading,07,5,26,59,10,1,475.86667
2008/2009,064,Gulf Islands,Reading,07,17,18,48,16,1,511.06931
2009/2010,064,Gulf Islands,Reading,07,12,16,64,8,1,492.96
2010/2011,064,Gulf Islands,Reading,07,20,21,52,7,1,474.68041
2011/2012,064,Gulf Islands,Reading,07,31,17,45,7,1,488.62195
2012/2013,064,Gulf Islands,Reading,07,26,21,41,12,1,477.58333
2013/2014,064,Gulf Islands,Reading,07,39,9,47,5,1,508.84615
2014/2015,064,Gulf Islands,Reading,07,49,9,37,5,1,503.01515
2015/2016,064,Gulf Islands,Reading,07,64,7,26,3,1,501.28571
2007/2008,067,Okanagan Skaha,Reading,07,6,23,62,9,1,483.29063
2008/2009,067,Okanagan Skaha,Reading,07,7,18,66,9,1,489.1752
2009/2010,067,Okanagan Skaha,Reading,07,13,25,55,6,1,469.58957
2010/2011,067,Okanagan Skaha,Reading,07,12,21,61,6,1,476.91807
2011/2012,067,Okanagan Skaha,Reading,07,3,17,72,8,1,494.26039
2012/2013,067,Okanagan Skaha,Reading,07,5,21,64,10,1,495.36986
2013/2014,067,Okanagan Skaha,Reading,07,10,16,66,8,1,494.26733
2014/2015,067,Okanagan Skaha,Reading,07,9,19,62,9,1,488.4196
2015/2016,067,Okanagan Skaha,Reading,07,3,24,66,7,1,481.15529
2007/2008,068,Nanaimo-Ladysmith,Reading,07,13,25,54,8,1,475.90269
2008/2009,068,Nanaimo-Ladysmith,Reading,07,25,20,46,9,1,484.11034
2009/2010,068,Nanaimo-Ladysmith,Reading,07,19,24,49,8,1,470.83857
2010/2011,068,Nanaimo-Ladysmith,Reading,07,15,24,56,6,1,468.72167
2011/2012,068,Nanaimo-Ladysmith,Reading,07,15,27,51,7,1,467.3326
2012/2013,068,Nanaimo-Ladysmith,Reading,07,9,29,54,8,1,468.02706
2013/2014,068,Nanaimo-Ladysmith,Reading,07,11,24,58,7,1,477.60426
2014/2015,068,Nanaimo-Ladysmith,Reading,07,28,20,45,6,1,472.88298
2015/2016,068,Nanaimo-Ladysmith,Reading,07,35,17,42,6,1,477.0432
2007/2008,069,Qualicum,Reading,07,9,23,58,11,1,488.62778
2008/2009,069,Qualicum,Reading,07,15,21,54,9,1,491.70035
2009/2010,069,Qualicum,Reading,07,21,25,45,9,1,466.21429
2010/2011,069,Qualicum,Reading,07,14,25,52,8,1,474.36943
2011/2012,069,Qualicum,Reading,07,16,23,55,6,1,480.18214
2012/2013,069,Qualicum,Reading,07,9,19,60,12,1,493.48763
2013/2014,069,Qualicum,Reading,07,6,18,65,11,1,499.41429
2014/2015,069,Qualicum,Reading,07,11,26,56,7,1,472.6639
2015/2016,069,Qualicum,Reading,07,8,29,54,8,1,458.19683
2007/2008,070,Alberni,Reading,07,8,29,55,8,1,467.3096
2008/2009,070,Alberni,Reading,07,6,30,56,9,1,474.00612
2009/2010,070,Alberni,Reading,07,9,24,57,10,1,475.82237
2010/2011,070,Alberni,Reading,07,9,24,62,5,1,467.68504
2011/2012,070,Alberni,Reading,07,6,27,64,3,1,466.09319
2012/2013,070,Alberni,Reading,07,7,25,62,6,1,470.67742
2013/2014,070,Alberni,Reading,07,9,37,50,5,1,427.64961
2014/2015,070,Alberni,Reading,07,8,27,60,5,1,470.9375
2015/2016,070,Alberni,Reading,07,8,34,54,4,1,445.5617
2007/2008,071,Comox Valley,Reading,07,11,25,55,9,1,480.00327
2008/2009,071,Comox Valley,Reading,07,22,23,46,9,1,471.27993
2009/2010,071,Comox Valley,Reading,07,21,19,53,7,1,484.88508
2010/2011,071,Comox Valley,Reading,07,24,16,54,7,1,485.02119
2011/2012,071,Comox Valley,Reading,07,17,22,55,6,1,473.7534
2012/2013,071,Comox Valley,Reading,07,10,20,62,9,1,490.01161
2013/2014,071,Comox Valley,Reading,07,14,23,56,7,1,478.52174
2014/2015,071,Comox Valley,Reading,07,15,22,53,9,1,481.52979
2015/2016,071,Comox Valley,Reading,07,11,20,61,8,1,483.19958
2007/2008,072,Campbell River,Reading,07,23,24,47,6,1,463.36236
2008/2009,072,Campbell River,Reading,07,15,24,53,8,1,473.54034
2009/2010,072,Campbell River,Reading,07,38,21,37,4,1,465.99222
2010/2011,072,Campbell River,Reading,07,29,23,42,6,1,460.85616
2011/2012,072,Campbell River,Reading,07,35,26,37,3,1,452.10189
2012/2013,072,Campbell River,Reading,07,42,24,31,3,1,434
2013/2014,072,Campbell River,Reading,07,26,23,45,5,1,464.56159
2014/2015,072,Campbell River,Reading,07,42,23,31,3,1,443.91855
2015/2016,072,Campbell River,Reading,07,28,30,36,6,1,438.60535
2007/2008,073,Kamloops/Thompson,Reading,07,5,19,65,11,1,497.63144
2008/2009,073,Kamloops/Thompson,Reading,07,7,19,61,13,1,498.31978
2009/2010,073,Kamloops/Thompson,Reading,07,6,19,64,10,1,493.55417
2010/2011,073,Kamloops/Thompson,Reading,07,5,20,67,8,1,489.82364
2011/2012,073,Kamloops/Thompson,Reading,07,7,20,63,9,1,490.19898
2012/2013,073,Kamloops/Thompson,Reading,07,5,18,66,11,1,499.4476
2013/2014,073,Kamloops/Thompson,Reading,07,4,16,69,11,1,500.38889
2014/2015,073,Kamloops/Thompson,Reading,07,6,19,65,11,1,492.4377
2015/2016,073,Kamloops/Thompson,Reading,07,5,18,68,8,1,490.79689
2007/2008,074,Gold Trail,Reading,07,4,32,56,8,1,461.7037
2008/2009,074,Gold Trail,Reading,07,4,45,48,3,1,439.43925
2009/2010,074,Gold Trail,Reading,07,6,39,46,10,1,456.24138
2010/2011,074,Gold Trail,Reading,07,5,37,50,8,1,458.47312
2011/2012,074,Gold Trail,Reading,07,9,29,53,10,1,470.64706
2012/2013,074,Gold Trail,Reading,07,6,40,45,9,1,448.88312
2013/2014,074,Gold Trail,Reading,07,12,26,59,4,1,462.15942
2014/2015,074,Gold Trail,Reading,07,3,40,49,8,1,450.70588
2015/2016,074,Gold Trail,Reading,07,7,39,53,1,1,429.49398
2007/2008,075,Mission,Reading,07,10,20,62,8,1,487.78795
2008/2009,075,Mission,Reading,07,17,20,53,10,1,488.01602
2009/2010,075,Mission,Reading,07,16,19,57,9,1,488.29567
2010/2011,075,Mission,Reading,07,17,25,53,5,1,462.49014
2011/2012,075,Mission,Reading,07,20,27,47,6,1,462.22308
2012/2013,075,Mission,Reading,07,20,29,46,5,1,454.32081
2013/2014,075,Mission,Reading,07,14,30,50,6,1,456.6756
2014/2015,075,Mission,Reading,07,13,28,55,3,1,455.66933
2015/2016,075,Mission,Reading,07,9,28,57,6,1,470.37343
2007/2008,078,Fraser-Cascade,Reading,07,7,33,51,9,1,458
2008/2009,078,Fraser-Cascade,Reading,07,23,37,36,4,1,441.88976
2009/2010,078,Fraser-Cascade,Reading,07,32,33,30,5,1,440.08602
2010/2011,078,Fraser-Cascade,Reading,07,31,26,39,5,1,450.45763
2011/2012,078,Fraser-Cascade,Reading,07,37,30,25,9,1,451.76404
2012/2013,078,Fraser-Cascade,Reading,07,43,17,37,3,1,466.11111
2013/2014,078,Fraser-Cascade,Reading,07,54,12,28,6,1,473.22034
2014/2015,078,Fraser-Cascade,Reading,07,46,20,34,0,1,438.71212
2015/2016,078,Fraser-Cascade,Reading,07,59,17,19,5,1,452.84444
2007/2008,079,Cowichan Valley,Reading,07,9,33,51,8,1,454.06998
2008/2009,079,Cowichan Valley,Reading,07,13,23,55,10,1,481.31907
2009/2010,079,Cowichan Valley,Reading,07,18,22,51,8,1,478.41748
2010/2011,079,Cowichan Valley,Reading,07,20,22,51,7,1,472.89194
2011/2012,079,Cowichan Valley,Reading,07,24,26,45,5,1,461.95622
2012/2013,079,Cowichan Valley,Reading,07,22,22,50,7,1,475.98554
2013/2014,079,Cowichan Valley,Reading,07,25,18,51,6,1,482.56968
2014/2015,079,Cowichan Valley,Reading,07,34,19,40,7,1,474.47527
2015/2016,079,Cowichan Valley,Reading,07,44,14,37,5,1,475.6388
2007/2008,081,Fort Nelson,Reading,07,8,25,65,3,1,470.80282
2008/2009,081,Fort Nelson,Reading,07,12,24,55,9,1,483.15152
2009/2010,081,Fort Nelson,Reading,07,13,12,63,13,1,499.33824
2010/2011,081,Fort Nelson,Reading,07,8,5,80,8,1,513.96667
2011/2012,081,Fort Nelson,Reading,07,3,19,72,6,1,478.43939
2012/2013,081,Fort Nelson,Reading,07,8,13,73,6,1,500.15254
2013/2014,081,Fort Nelson,Reading,07,7,12,68,14,1,506.92727
2014/2015,081,Fort Nelson,Reading,07,4,27,65,4,1,471.4
2015/2016,081,Fort Nelson,Reading,07,3,2,93,2,1,501.73214
2007/2008,082,Coast Mountains,Reading,07,4,29,59,8,1,466.89914
2008/2009,082,Coast Mountains,Reading,07,14,26,54,7,1,469.74419
2009/2010,082,Coast Mountains,Reading,07,14,26,53,8,1,471.57187
2010/2011,082,Coast Mountains,Reading,07,20,26,48,5,1,462.12268
2011/2012,082,Coast Mountains,Reading,07,36,26,34,4,1,447.59709
2012/2013,082,Coast Mountains,Reading,07,25,26,46,2,1,448.1845
2013/2014,082,Coast Mountains,Reading,07,17,31,46,6,1,449.69395
2014/2015,082,Coast Mountains,Reading,07,22,32,43,3,1,439.66932
2015/2016,082,Coast Mountains,Reading,07,13,34,49,4,1,448.75309
2007/2008,083,North Okanagan-Shuswap,Reading,07,7,27,59,8,1,475.12144
2008/2009,083,North Okanagan-Shuswap,Reading,07,11,26,53,10,1,480.0308
2009/2010,083,North Okanagan-Shuswap,Reading,07,10,25,56,9,1,475.5279
2010/2011,083,North Okanagan-Shuswap,Reading,07,11,28,57,5,1,460.90682
2011/2012,083,North Okanagan-Shuswap,Reading,07,10,34,49,7,1,452.33412
2012/2013,083,North Okanagan-Shuswap,Reading,07,15,30,50,5,1,447.54596
2013/2014,083,North Okanagan-Shuswap,Reading,07,15,30,49,5,1,459.54034
2014/2015,083,North Okanagan-Shuswap,Reading,07,15,30,49,6,1,456.08012
2015/2016,083,North Okanagan-Shuswap,Reading,07,16,27,53,5,1,455.99718
2007/2008,084,Vancouver Island West,Reading,07,5,51,41,3,1,404.8
2008/2009,084,Vancouver Island West,Reading,07,4,52,41,4,1,433.23077
2009/2010,084,Vancouver Island West,Reading,07,9,30,61,0,1,451.73333
2010/2011,084,Vancouver Island West,Reading,07,5,46,46,3,1,425
2011/2012,084,Vancouver Island West,Reading,07,8,64,28,0,1,384.69565
2012/2013,084,Vancouver Island West,Reading,07,21,26,38,15,1,485.55556
2013/2014,084,Vancouver Island West,Reading,07,9,47,38,6,1,442.19355
2014/2015,084,Vancouver Island West,Reading,07,17,55,24,3,1,398.33333
2015/2016,084,Vancouver Island West,Reading,07,19,47,28,6,1,412.92308
2007/2008,085,Vancouver Island North,Reading,07,4,27,60,9,1,471.09709
2008/2009,085,Vancouver Island North,Reading,07,8,28,55,9,1,481.575
2009/2010,085,Vancouver Island North,Reading,07,16,37,45,2,1,436.29032
2010/2011,085,Vancouver Island North,Reading,07,24,27,46,4,1,454.3875
2011/2012,085,Vancouver Island North,Reading,07,26,26,45,4,1,453.06349
2012/2013,085,Vancouver Island North,Reading,07,9,37,49,5,1,443.78652
2013/2014,085,Vancouver Island North,Reading,07,7,33,51,9,1,467.88421
2014/2015,085,Vancouver Island North,Reading,07,5,30,60,5,1,458.53684
2015/2016,085,Vancouver Island North,Reading,07,2,25,65,8,1,473.91011
2007/2008,087,Stikine,Reading,07,17,63,21,0,1,385.55
2008/2009,087,Stikine,Reading,07,8,67,25,0,1,386.81818
2009/2010,087,Stikine,Reading,07,14,43,43,0,1,446.83333
2010/2011,087,Stikine,Reading,07,0,45,55,0,1,423.63636
2011/2012,087,Stikine,Reading,07,22,50,28,0,1,382.85714
2012/2013,087,Stikine,Reading,07,10,57,33,0,1,361.31579
2013/2014,087,Stikine,Reading,07,10,76,14,0,1,377.36842
2014/2015,087,Stikine,Reading,07,36,0,0,0,MSK,Msk
2015/2016,087,Stikine,Reading,07,10,0,0,0,MSK,Msk
2007/2008,091,Nechako Lakes,Reading,07,18,30,45,7,1,467.84672
2008/2009,091,Nechako Lakes,Reading,07,14,27,49,10,1,475.11411
2009/2010,091,Nechako Lakes,Reading,07,26,23,43,7,1,475.12222
2010/2011,091,Nechako Lakes,Reading,07,24,24,47,5,1,466.90975
2011/2012,091,Nechako Lakes,Reading,07,35,24,38,3,1,454.82039
2012/2013,091,Nechako Lakes,Reading,07,31,26,39,5,1,448.08411
2013/2014,091,Nechako Lakes,Reading,07,33,21,41,5,1,460.5266
2014/2015,091,Nechako Lakes,Reading,07,39,19,36,6,1,472.74176
2015/2016,091,Nechako Lakes,Reading,07,25,28,41,5,1,452.795
2007/2008,092,Nisga'a,Reading,07,0,76,21,3,1,372.51515
2008/2009,092,Nisga'a,Reading,07,17,60,20,3,1,394.32
2009/2010,092,Nisga'a,Reading,07,10,60,30,0,1,378.74074
2010/2011,092,Nisga'a,Reading,07,17,58,25,0,1,381
2011/2012,092,Nisga'a,Reading,07,0,80,20,0,1,369.65
2012/2013,092,Nisga'a,Reading,07,13,53,34,0,1,409.92857
2013/2014,092,Nisga'a,Reading,07,14,45,41,0,1,414.21053
2014/2015,092,Nisga'a,Reading,07,14,65,22,0,1,357.03125
2015/2016,092,Nisga'a,Reading,07,20,52,28,0,1,372.75
2007/2008,093,Conseil scolaire francophone,Reading,07,0,21,57,22,1,492.35932
2008/2009,093,Conseil scolaire francophone,Reading,07,12,15,52,21,1,499.72297
2009/2010,093,Conseil scolaire francophone,Reading,07,12,16,46,27,1,514.21831
2010/2011,093,Conseil scolaire francophone,Reading,07,9,19,51,20,1,493.06579
2011/2012,093,Conseil scolaire francophone,Reading,07,13,14,52,21,1,508.60959
2012/2013,093,Conseil scolaire francophone,Reading,07,19,13,47,21,1,505.02952
2013/2014,093,Conseil scolaire francophone,Reading,07,12,17,49,21,1,498.40059
2014/2015,093,Conseil scolaire francophone,Reading,07,23,13,41,23,1,512.09302
2015/2016,093,Conseil scolaire francophone,Reading,07,25,12,43,19,1,512.59938
2007/2008,,,Writing,04,11,18,64,7,1,6.70067
2008/2009,,,Writing,04,17,15,62,6,1,6.76819
2009/2010,,,Writing,04,18,13,63,6,1,6.83537
2010/2011,,,Writing,04,17,11,66,7,1,7.01924
2011/2012,,,Writing,04,16,12,65,7,1,7.00654
2012/2013,,,Writing,04,15,11,66,7,1,7.04995
2013/2014,,,Writing,04,16,13,65,6,1,6.90617
2014/2015,,,Writing,04,19,11,62,7,1,7.03669
2015/2016,,,Writing,04,21,13,60,6,1,6.83353
2007/2008,,,Writing,04,12,19,64,6,1,6.5804
2008/2009,,,Writing,04,18,16,62,4,1,6.58668
2009/2010,,,Writing,04,18,14,63,4,1,6.64954
2010/2011,,,Writing,04,17,12,66,5,1,6.85956
2011/2012,,,Writing,04,17,13,65,5,1,6.83245
2012/2013,,,Writing,04,16,12,66,6,1,6.8781
2013/2014,,,Writing,04,17,14,66,4,1,6.71042
2014/2015,,,Writing,04,21,12,62,5,1,6.81759
2015/2016,,,Writing,04,23,14,59,3,1,6.58235
2007/2008,005,Southeast Kootenay,Writing,04,15,26,57,2,1,5.86087
2008/2009,005,Southeast Kootenay,Writing,04,14,17,63,7,1,6.94063
2009/2010,005,Southeast Kootenay,Writing,04,17,22,56,4,1,6.4216
2010/2011,005,Southeast Kootenay,Writing,04,19,22,56,4,1,6.34098
2011/2012,005,Southeast Kootenay,Writing,04,4,21,63,13,1,7
2012/2013,005,Southeast Kootenay,Writing,04,13,20,66,1,1,6.18671
2013/2014,005,Southeast Kootenay,Writing,04,10,11,77,2,1,6.5828
2014/2015,005,Southeast Kootenay,Writing,04,21,12,57,10,1,7.07566
2015/2016,005,Southeast Kootenay,Writing,04,26,19,53,1,1,6.28053
2007/2008,006,Rocky Mountain,Writing,04,7,25,62,6,1,6.26457
2008/2009,006,Rocky Mountain,Writing,04,10,31,58,2,1,5.87019
2009/2010,006,Rocky Mountain,Writing,04,7,22,69,2,1,6.10377
2010/2011,006,Rocky Mountain,Writing,04,9,14,71,6,1,6.79167
2011/2012,006,Rocky Mountain,Writing,04,12,21,65,2,1,6.10101
2012/2013,006,Rocky Mountain,Writing,04,5,27,65,3,1,6.30256
2013/2014,006,Rocky Mountain,Writing,04,6,23,68,3,1,6.25112
2014/2015,006,Rocky Mountain,Writing,04,3,13,81,3,1,6.43498
2015/2016,006,Rocky Mountain,Writing,04,5,17,75,3,1,6.23697
2007/2008,008,Kootenay Lake,Writing,04,18,18,51,13,1,7.0106
2008/2009,008,Kootenay Lake,Writing,04,27,21,50,2,1,5.91903
2009/2010,008,Kootenay Lake,Writing,04,21,14,51,14,1,7.49821
2010/2011,008,Kootenay Lake,Writing,04,25,14,53,8,1,7.06612
2011/2012,008,Kootenay Lake,Writing,04,35,17,45,4,1,6.59624
2012/2013,008,Kootenay Lake,Writing,04,20,16,56,9,1,6.91575
2013/2014,008,Kootenay Lake,Writing,04,22,25,50,4,1,6.41901
2014/2015,008,Kootenay Lake,Writing,04,23,29,45,3,1,5.86383
2015/2016,008,Kootenay Lake,Writing,04,24,24,50,2,1,6.16471
2007/2008,010,Arrow Lakes,Writing,04,13,21,62,4,1,6.43902
2008/2009,010,Arrow Lakes,Writing,04,10,12,67,10,1,7.31818
2009/2010,010,Arrow Lakes,Writing,04,8,8,78,5,1,7.05882
2010/2011,010,Arrow Lakes,Writing,04,11,0,86,3,1,7.24242
2011/2012,010,Arrow Lakes,Writing,04,40,14,40,6,1,6.80952
2012/2013,010,Arrow Lakes,Writing,04,8,8,72,11,1,7.27273
2013/2014,010,Arrow Lakes,Writing,04,21,5,72,3,1,6.83871
2014/2015,010,Arrow Lakes,Writing,04,21,7,69,3,1,7.04348
2015/2016,010,Arrow Lakes,Writing,04,19,13,66,3,1,6.88462
2007/2008,019,Revelstoke,Writing,04,5,24,65,6,1,6.67949
2008/2009,019,Revelstoke,Writing,04,11,4,71,14,1,7.6875
2009/2010,019,Revelstoke,Writing,04,12,1,74,12,1,8.3125
2010/2011,019,Revelstoke,Writing,04,7,1,86,5,1,7.44
2011/2012,019,Revelstoke,Writing,04,3,2,94,2,1,6.8871
2012/2013,019,Revelstoke,Writing,04,10,23,68,0,1,5.875
2013/2014,019,Revelstoke,Writing,04,16,26,57,2,1,5.91837
2014/2015,019,Revelstoke,Writing,04,24,8,62,7,1,6.84483
2015/2016,019,Revelstoke,Writing,04,52,6,42,0,1,5.78049
2007/2008,020,Kootenay-Columbia,Writing,04,7,13,77,3,1,6.54198
2008/2009,020,Kootenay-Columbia,Writing,04,16,19,62,2,1,6.35776
2009/2010,020,Kootenay-Columbia,Writing,04,17,20,59,3,1,6.26364
2010/2011,020,Kootenay-Columbia,Writing,04,16,8,71,5,1,7.01667
2011/2012,020,Kootenay-Columbia,Writing,04,20,12,67,2,1,6.58289
2012/2013,020,Kootenay-Columbia,Writing,04,21,6,64,8,1,7.02857
2013/2014,020,Kootenay-Columbia,Writing,04,28,23,46,4,1,6
2014/2015,020,Kootenay-Columbia,Writing,04,37,9,51,3,1,6.61404
2015/2016,020,Kootenay-Columbia,Writing,04,49,11,39,2,1,6.46575
2007/2008,022,Vernon,Writing,04,8,22,63,8,1,6.68793
2008/2009,022,Vernon,Writing,04,21,21,53,6,1,6.65145
2009/2010,022,Vernon,Writing,04,10,23,63,3,1,6.3786
2010/2011,022,Vernon,Writing,04,14,14,60,12,1,7.36914
2011/2012,022,Vernon,Writing,04,13,10,61,16,1,7.92339
2012/2013,022,Vernon,Writing,04,13,10,65,11,1,7.62548
2013/2014,022,Vernon,Writing,04,11,15,67,7,1,6.96893
2014/2015,022,Vernon,Writing,04,14,14,60,12,1,7.44874
2015/2016,022,Vernon,Writing,04,12,19,64,5,1,6.8417
2007/2008,023,Central Okanagan,Writing,04,4,31,63,2,1,5.89863
2008/2009,023,Central Okanagan,Writing,04,8,11,79,2,1,6.50243
2009/2010,023,Central Okanagan,Writing,04,13,14,71,1,1,6.22163
2010/2011,023,Central Okanagan,Writing,04,10,6,80,4,1,7.03088
2011/2012,023,Central Okanagan,Writing,04,15,13,70,2,1,6.51655
2012/2013,023,Central Okanagan,Writing,04,14,16,63,8,1,6.92857
2013/2014,023,Central Okanagan,Writing,04,12,15,70,3,1,6.70501
2014/2015,023,Central Okanagan,Writing,04,21,13,62,4,1,6.60877
2015/2016,023,Central Okanagan,Writing,04,28,14,56,2,1,6.21441
2007/2008,027,Cariboo-Chilcotin,Writing,04,7,40,51,2,1,5.77461
2008/2009,027,Cariboo-Chilcotin,Writing,04,15,17,57,10,1,7.00294
2009/2010,027,Cariboo-Chilcotin,Writing,04,9,21,64,6,1,6.66279
2010/2011,027,Cariboo-Chilcotin,Writing,04,10,18,62,11,1,7.09036
2011/2012,027,Cariboo-Chilcotin,Writing,04,7,26,57,10,1,6.71519
2012/2013,027,Cariboo-Chilcotin,Writing,04,7,30,57,7,1,6.40407
2013/2014,027,Cariboo-Chilcotin,Writing,04,11,30,54,6,1,6.09688
2014/2015,027,Cariboo-Chilcotin,Writing,04,8,34,55,4,1,5.70934
2015/2016,027,Cariboo-Chilcotin,Writing,04,8,28,60,4,1,6.1204
2007/2008,028,Quesnel,Writing,04,14,46,39,1,1,5.13502
2008/2009,028,Quesnel,Writing,04,24,36,40,0,1,5.22973
2009/2010,028,Quesnel,Writing,04,26,41,32,1,1,5.09589
2010/2011,028,Quesnel,Writing,04,28,31,41,0,1,5.00602
2011/2012,028,Quesnel,Writing,04,25,35,38,2,1,5.36879
2012/2013,028,Quesnel,Writing,04,33,37,26,4,1,5.18705
2013/2014,028,Quesnel,Writing,04,35,32,28,4,1,5.25676
2014/2015,028,Quesnel,Writing,04,32,28,35,4,1,5.73944
2015/2016,028,Quesnel,Writing,04,33,27,32,8,1,6.19355
2007/2008,033,Chilliwack,Writing,04,8,11,69,12,1,7.52375
2008/2009,033,Chilliwack,Writing,04,24,8,64,4,1,7.1935
2009/2010,033,Chilliwack,Writing,04,16,11,60,13,1,7.53617
2010/2011,033,Chilliwack,Writing,04,12,7,73,7,1,7.54293
2011/2012,033,Chilliwack,Writing,04,8,10,72,10,1,7.62338
2012/2013,033,Chilliwack,Writing,04,7,10,75,8,1,7.41707
2013/2014,033,Chilliwack,Writing,04,8,14,72,5,1,6.9407
2014/2015,033,Chilliwack,Writing,04,15,9,70,7,1,7.44183
2015/2016,033,Chilliwack,Writing,04,11,11,74,3,1,7.03421
2007/2008,034,Abbotsford,Writing,04,5,10,75,10,1,7.70282
2008/2009,034,Abbotsford,Writing,04,7,15,74,4,1,6.97484
2009/2010,034,Abbotsford,Writing,04,10,13,69,9,1,7.51373
2010/2011,034,Abbotsford,Writing,04,5,8,76,11,1,7.7295
2011/2012,034,Abbotsford,Writing,04,6,10,77,8,1,7.55505
2012/2013,034,Abbotsford,Writing,04,6,7,75,12,1,7.77194
2013/2014,034,Abbotsford,Writing,04,6,11,73,10,1,7.48885
2014/2015,034,Abbotsford,Writing,04,7,10,73,10,1,7.33695
2015/2016,034,Abbotsford,Writing,04,5,10,79,7,1,7.17473
2007/2008,035,Langley,Writing,04,3,15,72,11,1,7.16785
2008/2009,035,Langley,Writing,04,9,16,69,5,1,6.88669
2009/2010,035,Langley,Writing,04,13,10,72,4,1,6.97668
2010/2011,035,Langley,Writing,04,10,13,71,6,1,6.85854
2011/2012,035,Langley,Writing,04,9,13,69,9,1,7.21851
2012/2013,035,Langley,Writing,04,9,13,72,6,1,7.06354
2013/2014,035,Langley,Writing,04,11,6,74,9,1,7.62197
2014/2015,035,Langley,Writing,04,13,11,68,8,1,7.2187
2015/2016,035,Langley,Writing,04,17,13,67,3,1,6.74217
2007/2008,036,Surrey,Writing,04,12,19,66,3,1,6.13994
2008/2009,036,Surrey,Writing,04,15,18,65,2,1,6.15302
2009/2010,036,Surrey,Writing,04,13,15,68,4,1,6.54574
2010/2011,036,Surrey,Writing,04,11,11,75,4,1,6.72227
2011/2012,036,Surrey,Writing,04,13,12,72,4,1,6.83663
2012/2013,036,Surrey,Writing,04,12,10,76,2,1,6.64468
2013/2014,036,Surrey,Writing,04,14,10,75,1,1,6.76543
2014/2015,036,Surrey,Writing,04,17,10,70,3,1,6.80435
2015/2016,036,Surrey,Writing,04,25,10,63,2,1,6.4745
2007/2008,037,Delta,Writing,04,11,14,68,7,1,6.80611
2008/2009,037,Delta,Writing,04,19,11,67,3,1,6.68876
2009/2010,037,Delta,Writing,04,23,8,66,2,1,6.5716
2010/2011,037,Delta,Writing,04,25,8,63,4,1,6.80078
2011/2012,037,Delta,Writing,04,15,10,71,4,1,6.91045
2012/2013,037,Delta,Writing,04,14,10,72,4,1,6.70343
2013/2014,037,Delta,Writing,04,19,6,73,3,1,7.04649
